label,text,cleaned_text
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought well flirt flirt flirt love gettin hurt hurt hurt Gud nyt
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",Edison rightly say fool ask question wise man answer know speechless ViVa GM
ham,They just talking thats it de. They wont any other.,talk de will not
ham,Today am going to college so am not able to atten the class.,today go college able atten class
ham,I'm in class. Will holla later,class holla later
ham,Easy ah?sen got selected means its good..,Easy ahsen get select mean good
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,mm well get roast id well drink good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",know know fancy find POBox LSHB
ham,"Come round, it's . ",come round
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",thing change sentence Because want concentrate educational career leave
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",flirting txt GIRL BLOKE ur AGE eg GIRL ZOE join chat
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,walk hour doesnt care will not believe
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,day Euro kickoff keep inform late news result daily Unsubscribe send euro stop
ham,Are you available for soiree on June 3rd?,available soiree June
ham,Do u noe wat time e place dat sells 4d closes?,noe wat time place dat sell close
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",get job hospital data analysis start monday sure thesis got finish
ham,Jay's getting really impatient and belligerent,Jay get impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya COMIN BRISTOL st week APRIL LES get RUDI NEW YRS EVE snoringthey DRUNK BAK COLLEGE work send ink BATH
ham,I'm at work. Please call,work
ham,Then u drive lor.,drive lor
ham,Ard 515 like dat. Y?,Ard like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell female throw decide
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,eastender tv Quiz FLOWER DOT compare VIOLET TULIP LILY txt chance win Cash wkentp
ham,I'm working technical support :)voice process.networking field.,work technical support voice processnetworke field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,come kerala daysso prepared leave finalise dont plan travel visitneed finish urgent work
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok sure time tho sure library class try point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area lot new people register area reply DATE start wwflirtpartyus replys
ham,"That's fine, I'll bitch at you about it later then",fine bitch later
ham,No my mum went 2 dentist.,mum go dentist
ham,Once free call me sir. I am waiting for you.,free sir wait
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meet work tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,know ask date service contact not guess reveal po BOX wu
ham,Jus finish bathing...,jus finish bathe
ham,"alright, I'll make sure the car is back tonight",alright sure car tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent try contact Todays draw show win prize guarantee land line Claim validhr
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,Dear uve invite XCHAT final attempt contact txt CHAT
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,Lul gettin juicy gossip hospital nurse talk fat gettin think obese Oyea
ham,Aight ill get on fb in a couple minutes,aight ill fb couple minute
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,Oi Ami parchi na Kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,download clear movie dvd copy
ham,"Yep, by the pretty sculpture",Yep pretty sculpture
ham,Convey my regards to him,convey regard
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,watch surya movie after pm vijay movie POKKIRI
ham,You tell what happen dont behave like this to me. Ok no need to say,tell happen not behave like ok need
ham,Can u get pic msgs to your phone?,pic msgs phone
ham,Send to someone else :-),send
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Wat make people dearer de happiness dat feel meet de pain feel miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,love start attractioni feel need time meshe thing come thought start day end hershe time dreamlove breath namemy life happen hermy life name cry herwill happiness sorrow ready fight love crazy thing herlove proove girl beautiful lady planet singe praise herlove start make chicken curry end makie sambarlife beautiful thenwill morning thank god day like lot tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",FRNDSHIP like needle clock clock not able meet Evn meet itz few second Bt alwys stay conected Gud
ham,I don't think he has spatula hands!,think spatula hand
ham,You can never do NOTHING,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,award SiPix Digital Camera landline delivery day Cs Box MBP yr warranty ppm
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today late ltDECIMALgt min
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,WIN URGENT mobile number award prize guarantee land line claim valid hrs ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,da mistake sorry da pls da goto doctor
ham,Where r we meeting?,meet
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",weather cali great complexity great need car freely taxis outrageous great place sad miss home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tired come tomorro
ham,Ryder unsold.now gibbs.,ryder unsoldnow gibb
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,Dear Subscriber ur draw gift voucher enter receipt correct an Elvis Presleys Birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,fret buy ovulation test strip send will not til like march send postal addressull alright okay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,GIFTS try throw cliff
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ne thing interesting good birthday wrking nxt start uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah bored depressed sittin waitin phone ring hope wind drop scary
ham,Black shirt n blue jeans... I thk i c Ì_...,black shirt blue jean thk
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor watch tv watch forget check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information user today lucky day find log httpwwurawinnercom fantastic surprise await
ham,on hen night. Going with a swing,hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love go day wake early online wait hmm italian boy online grin
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,smoke time smoke week call texte want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),headache try figure trust math promise
ham,S s..first time..dhoni rocks...,time dhoni rocks
ham,Ok ill tell the company,ok ill tell company
ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think usf time tonight
ham,So that means you still think of teju,mean think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",good movie ok leave hourish
ham,No no:)this is kallis home ground.amla home town is durban:),nothis kallis home groundamla home town durban
ham,So lets make it saturday or monday as per convenience.,let saturday monday convenience
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,hey time driving fri evaluation fri
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",win price claim
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,go lunch wif family aft dat str orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bored speed date try SPEEDCHAT txt SPEEDCHAT like em txt SWAP new chatter Chat poboxwwq msg rcd
ham,Cancel cheyyamo?and get some money back?,cancel cheyyamoand money
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want anytime network min text new video phone pound week reply delivery tomorrow
